,Date,Open,High,Low,Close*,Adj Close**,Volume
936,"Oct 05, 2017","2,540.86","2,552.51","2,540.02","2,552.07","2,552.07","3,059,730,000"
937,"Oct 04, 2017","2,533.48","2,540.53","2,531.80","2,537.74","2,537.74","3,020,770,000"
938,"Oct 03, 2017","2,530.34","2,535.13","2,528.85","2,534.58","2,534.58","3,073,480,000"
939,"Oct 02, 2017","2,521.20","2,529.23","2,520.40","2,529.12","2,529.12","3,226,370,000"
940,"Sep 29, 2017","2,509.96","2,519.44","2,507.99","2,519.36","2,519.36","3,220,260,000"
941,"Sep 28, 2017","2,503.41","2,510.81","2,502.93","2,510.06","2,510.06","3,173,030,000"
942,"Sep 27, 2017","2,503.30","2,511.75","2,495.91","2,507.04","2,507.04","3,485,070,000"
943,"Sep 26, 2017","2,501.04","2,503.51","2,495.12","2,496.84","2,496.84","3,070,770,000"
944,"Sep 25, 2017","2,499.39","2,502.54","2,488.03","2,496.66","2,496.66","3,314,530,000"
945,"Sep 22, 2017","2,497.26","2,503.47","2,496.54","2,502.22","2,502.22","2,877,980,000"
946,"Sep 21, 2017","2,507.16","2,507.16","2,499.00","2,500.60","2,500.60","2,965,590,000"
947,"Sep 20, 2017","2,506.84","2,508.85","2,496.67","2,508.24","2,508.24","3,584,570,000"
948,"Sep 19, 2017","2,506.29","2,507.84","2,503.19","2,506.65","2,506.65","3,253,760,000"
949,"Sep 18, 2017","2,502.51","2,508.32","2,499.92","2,503.87","2,503.87","3,204,700,000"
950,"Sep 15, 2017","2,495.67","2,500.23","2,493.16","2,500.23","2,500.23","4,862,970,000"
951,"Sep 14, 2017","2,494.56","2,498.43","2,491.35","2,495.62","2,495.62","3,422,470,000"
952,"Sep 13, 2017","2,493.89","2,498.37","2,492.14","2,498.37","2,498.37","3,371,370,000"
953,"Sep 12, 2017","2,491.94","2,496.77","2,490.37","2,496.48","2,496.48","3,234,280,000"
954,"Sep 11, 2017","2,474.52","2,488.95","2,474.52","2,488.11","2,488.11","3,293,460,000"
955,"Sep 08, 2017","2,462.25","2,467.11","2,459.40","2,461.43","2,461.43","3,308,360,000"
956,"Sep 07, 2017","2,468.06","2,468.62","2,460.29","2,465.10","2,465.10","3,365,780,000"
957,"Sep 06, 2017","2,463.83","2,469.64","2,459.20","2,465.54","2,465.54","3,400,200,000"
958,"Sep 05, 2017","2,470.35","2,471.97","2,446.55","2,457.85","2,457.85","3,502,190,000"
959,"Sep 01, 2017","2,474.42","2,480.38","2,473.85","2,476.55","2,476.55","2,712,780,000"
960,"Aug 31, 2017","2,462.65","2,475.01","2,462.65","2,471.65","2,471.65","3,353,860,000"
961,"Aug 30, 2017","2,446.06","2,460.31","2,443.77","2,457.59","2,457.59","2,637,780,000"
962,"Aug 29, 2017","2,431.94","2,449.19","2,428.20","2,446.30","2,446.30","2,739,460,000"
963,"Aug 28, 2017","2,447.35","2,449.12","2,439.03","2,444.24","2,444.24","2,682,920,000"
964,"Aug 25, 2017","2,444.72","2,453.96","2,442.22","2,443.05","2,443.05","2,593,350,000"
965,"Aug 24, 2017","2,447.91","2,450.39","2,436.19","2,438.97","2,438.97","2,849,680,000"
966,"Aug 23, 2017","2,444.88","2,448.91","2,441.42","2,444.04","2,444.04","2,796,950,000"
967,"Aug 22, 2017","2,433.75","2,454.77","2,433.67","2,452.51","2,452.51","2,780,990,000"
968,"Aug 21, 2017","2,425.50","2,430.58","2,417.35","2,428.37","2,428.37","2,803,650,000"
969,"Aug 18, 2017","2,427.64","2,440.27","2,420.69","2,425.55","2,425.55","3,426,970,000"
970,"Aug 17, 2017","2,462.95","2,465.02","2,430.01","2,430.01","2,430.01","3,164,950,000"
971,"Aug 16, 2017","2,468.63","2,474.93","2,463.86","2,468.11","2,468.11","2,956,570,000"
972,"Aug 15, 2017","2,468.66","2,468.90","2,461.61","2,464.61","2,464.61","2,922,430,000"
973,"Aug 14, 2017","2,454.96","2,468.22","2,454.96","2,465.84","2,465.84","2,824,320,000"
974,"Aug 11, 2017","2,441.04","2,448.09","2,437.85","2,441.32","2,441.32","3,161,830,000"
975,"Aug 10, 2017","2,465.38","2,465.38","2,437.75","2,438.21","2,438.21","3,635,820,000"
976,"Aug 09, 2017","2,465.35","2,474.41","2,462.08","2,474.02","2,474.02","3,310,960,000"
977,"Aug 08, 2017","2,478.35","2,490.87","2,470.32","2,474.92","2,474.92","3,347,480,000"
978,"Aug 07, 2017","2,477.14","2,480.95","2,475.88","2,480.91","2,480.91","2,935,130,000"
979,"Aug 04, 2017","2,476.88","2,480.00","2,472.08","2,476.83","2,476.83","3,239,980,000"
980,"Aug 03, 2017","2,476.03","2,476.03","2,468.85","2,472.16","2,472.16","3,662,410,000"
981,"Aug 02, 2017","2,480.38","2,480.38","2,466.48","2,477.57","2,477.57","3,487,150,000"
982,"Aug 01, 2017","2,477.10","2,478.51","2,471.14","2,476.35","2,476.35","3,470,260,000"
983,"Jul 31, 2017","2,475.94","2,477.96","2,468.53","2,470.30","2,470.30","3,475,930,000"
984,"Jul 28, 2017","2,469.12","2,473.53","2,464.66","2,472.10","2,472.10","3,302,850,000"
985,"Jul 27, 2017","2,482.76","2,484.04","2,459.93","2,475.42","2,475.42","4,035,740,000"
986,"Jul 26, 2017","2,479.97","2,481.69","2,474.94","2,477.83","2,477.83","3,597,830,000"
987,"Jul 25, 2017","2,477.88","2,481.24","2,474.91","2,477.13","2,477.13","4,116,360,000"
988,"Jul 24, 2017","2,472.04","2,473.10","2,466.32","2,469.91","2,469.91","3,019,920,000"
989,"Jul 21, 2017","2,467.40","2,472.54","2,465.06","2,472.54","2,472.54","3,066,880,000"
990,"Jul 20, 2017","2,475.56","2,477.62","2,468.43","2,473.45","2,473.45","3,223,820,000"
991,"Jul 19, 2017","2,463.85","2,473.83","2,463.85","2,473.83","2,473.83","3,063,810,000"
992,"Jul 18, 2017","2,455.88","2,460.92","2,450.34","2,460.61","2,460.61","2,974,090,000"
993,"Jul 17, 2017","2,459.50","2,462.82","2,457.16","2,459.14","2,459.14","2,800,580,000"
994,"Jul 14, 2017","2,449.16","2,463.54","2,446.69","2,459.27","2,459.27","2,738,460,000"
995,"Jul 13, 2017","2,444.99","2,449.32","2,441.69","2,447.83","2,447.83","3,068,510,000"
996,"Jul 12, 2017","2,435.75","2,445.76","2,435.75","2,443.25","2,443.25","3,176,900,000"
997,"Jul 11, 2017","2,427.35","2,429.30","2,412.79","2,425.53","2,425.53","3,108,800,000"
998,"Jul 10, 2017","2,424.51","2,432.00","2,422.27","2,427.43","2,427.43","3,009,880,000"
999,"Jul 07, 2017","2,413.52","2,426.92","2,413.52","2,425.18","2,425.18","2,929,390,000"
1000,"Jul 06, 2017","2,423.44","2,424.28","2,407.70","2,409.75","2,409.75","3,368,710,000"
1001,"Jul 05, 2017","2,430.78","2,434.90","2,422.05","2,432.54","2,432.54","3,368,150,000"
1002,"Jul 03, 2017","2,431.39","2,439.17","2,428.69","2,429.01","2,429.01","1,901,480,000"
1003,"Jun 30, 2017","2,429.20","2,432.71","2,421.65","2,423.41","2,423.41","3,366,030,000"
1004,"Jun 29, 2017","2,442.38","2,442.73","2,405.70","2,419.70","2,419.70","3,869,560,000"
1005,"Jun 28, 2017","2,428.70","2,442.97","2,428.02","2,440.69","2,440.69","3,479,980,000"
1006,"Jun 27, 2017","2,436.34","2,440.15","2,419.38","2,419.38","2,419.38","3,564,770,000"
1007,"Jun 26, 2017","2,443.32","2,450.42","2,437.03","2,439.07","2,439.07","3,243,660,000"
1008,"Jun 23, 2017","2,434.65","2,441.40","2,431.11","2,438.30","2,438.30","5,282,460,000"
1009,"Jun 22, 2017","2,437.40","2,441.62","2,433.27","2,434.50","2,434.50","3,477,250,000"
1010,"Jun 21, 2017","2,439.31","2,442.23","2,430.74","2,435.61","2,435.61","3,599,190,000"
1011,"Jun 20, 2017","2,450.66","2,450.66","2,436.60","2,437.03","2,437.03","3,422,700,000"
1012,"Jun 19, 2017","2,442.55","2,453.82","2,441.79","2,453.46","2,453.46","3,271,480,000"
1013,"Jun 16, 2017","2,431.24","2,433.15","2,422.88","2,433.15","2,433.15","5,299,380,000"
1014,"Jun 15, 2017","2,424.14","2,433.95","2,418.53","2,432.46","2,432.46","3,371,980,000"
1015,"Jun 14, 2017","2,443.75","2,443.75","2,428.34","2,437.92","2,437.92","3,558,640,000"
1016,"Jun 13, 2017","2,434.15","2,441.49","2,431.28","2,440.35","2,440.35","3,278,240,000"
1017,"Jun 12, 2017","2,425.88","2,430.38","2,419.97","2,429.39","2,429.39","4,031,840,000"
1018,"Jun 09, 2017","2,436.39","2,446.20","2,415.70","2,431.77","2,431.77","4,029,860,000"
1019,"Jun 08, 2017","2,434.27","2,439.27","2,427.94","2,433.79","2,433.79","3,735,980,000"
1020,"Jun 07, 2017","2,432.03","2,435.28","2,424.75","2,433.14","2,433.14","3,576,220,000"
1021,"Jun 06, 2017","2,431.92","2,436.21","2,428.12","2,429.33","2,429.33","3,376,750,000"
1022,"Jun 05, 2017","2,437.83","2,439.55","2,434.32","2,436.10","2,436.10","2,916,720,000"
1023,"Jun 02, 2017","2,431.28","2,440.23","2,427.71","2,439.07","2,439.07","3,465,500,000"
1024,"Jun 01, 2017","2,415.65","2,430.06","2,413.54","2,430.06","2,430.06","3,860,620,000"
1025,"May 31, 2017","2,415.63","2,415.99","2,403.59","2,411.80","2,411.80","4,518,040,000"
1026,"May 30, 2017","2,411.67","2,415.26","2,409.43","2,412.91","2,412.91","3,205,860,000"
1027,"May 26, 2017","2,414.50","2,416.68","2,412.20","2,415.82","2,415.82","2,806,930,000"
1028,"May 25, 2017","2,409.54","2,418.71","2,408.01","2,415.07","2,415.07","3,538,210,000"
1029,"May 24, 2017","2,401.41","2,405.58","2,397.99","2,404.39","2,404.39","3,389,240,000"
1030,"May 23, 2017","2,397.04","2,400.85","2,393.88","2,398.42","2,398.42","3,216,560,000"
1031,"May 22, 2017","2,387.21","2,395.46","2,386.92","2,394.02","2,394.02","3,176,580,000"
1032,"May 19, 2017","2,371.37","2,389.06","2,370.43","2,381.73","2,381.73","3,831,700,000"
1033,"May 18, 2017","2,354.69","2,375.74","2,352.72","2,365.72","2,365.72","4,319,440,000"
1034,"May 17, 2017","2,382.95","2,384.87","2,356.21","2,357.03","2,357.03","4,164,760,000"
1035,"May 16, 2017","2,404.55","2,405.77","2,396.05","2,400.67","2,400.67","3,421,810,000"
1036,"May 15, 2017","2,393.98","2,404.05","2,393.94","2,402.32","2,402.32","3,490,080,000"
1037,"May 12, 2017","2,392.44","2,392.44","2,387.19","2,390.90","2,390.90","3,304,620,000"
1038,"May 11, 2017","2,394.84","2,395.72","2,381.74","2,394.44","2,394.44","3,727,710,000"
1039,"May 10, 2017","2,396.79","2,399.74","2,392.79","2,399.63","2,399.63","3,649,370,000"
1040,"May 09, 2017","2,401.58","2,403.87","2,392.44","2,396.92","2,396.92","3,657,840,000"
1041,"May 08, 2017","2,399.94","2,401.36","2,393.92","2,399.38","2,399.38","3,429,990,000"
1042,"May 05, 2017","2,392.37","2,399.29","2,389.38","2,399.29","2,399.29","3,543,240,000"
1043,"May 04, 2017","2,389.79","2,391.43","2,380.35","2,389.52","2,389.52","4,367,860,000"
1044,"May 03, 2017","2,386.50","2,389.82","2,379.75","2,388.13","2,388.13","3,896,760,000"
1045,"May 02, 2017","2,391.05","2,392.93","2,385.82","2,391.17","2,391.17","3,861,360,000"
1046,"May 01, 2017","2,388.50","2,394.49","2,384.83","2,388.33","2,388.33","3,201,500,000"
1047,"Apr 28, 2017","2,393.68","2,393.68","2,382.36","2,384.20","2,384.20","3,721,350,000"
1048,"Apr 27, 2017","2,389.70","2,392.10","2,382.68","2,388.77","2,388.77","4,099,940,000"
1049,"Apr 26, 2017","2,388.98","2,398.16","2,386.78","2,387.45","2,387.45","4,111,350,000"
1050,"Apr 25, 2017","2,381.51","2,392.48","2,381.15","2,388.61","2,388.61","4,005,820,000"
1051,"Apr 24, 2017","2,370.33","2,376.98","2,369.19","2,374.15","2,374.15","3,711,170,000"
1052,"Apr 21, 2017","2,354.74","2,356.18","2,344.51","2,348.69","2,348.69","3,524,160,000"
1053,"Apr 20, 2017","2,342.69","2,361.37","2,340.91","2,355.84","2,355.84","3,648,990,000"
1054,"Apr 19, 2017","2,346.79","2,352.63","2,335.05","2,338.17","2,338.17","3,521,160,000"
1055,"Apr 18, 2017","2,342.53","2,348.35","2,334.54","2,342.19","2,342.19","3,272,210,000"
1056,"Apr 17, 2017","2,332.62","2,349.14","2,332.51","2,349.01","2,349.01","2,826,890,000"
1057,"Apr 13, 2017","2,341.98","2,348.26","2,328.95","2,328.95","2,328.95","3,146,380,000"
1058,"Apr 12, 2017","2,352.15","2,352.72","2,341.18","2,344.93","2,344.93","3,201,300,000"
1059,"Apr 11, 2017","2,353.92","2,355.22","2,337.25","2,353.78","2,353.78","3,120,900,000"
1060,"Apr 10, 2017","2,357.16","2,366.37","2,351.50","2,357.16","2,357.16","2,792,570,000"
1061,"Apr 07, 2017","2,356.59","2,363.76","2,350.74","2,355.54","2,355.54","3,054,700,000"
1062,"Apr 06, 2017","2,353.79","2,364.16","2,348.90","2,357.49","2,357.49","3,203,250,000"
1063,"Apr 05, 2017","2,366.59","2,378.36","2,350.52","2,352.95","2,352.95","3,780,650,000"
1064,"Apr 04, 2017","2,354.76","2,360.53","2,350.72","2,360.16","2,360.16","3,208,340,000"
1065,"Apr 03, 2017","2,362.34","2,365.87","2,344.73","2,358.84","2,358.84","3,418,730,000"
1066,"Mar 31, 2017","2,364.82","2,370.35","2,362.60","2,362.72","2,362.72","3,356,740,000"
1067,"Mar 30, 2017","2,361.31","2,370.42","2,358.58","2,368.06","2,368.06","3,159,680,000"
1068,"Mar 29, 2017","2,356.54","2,363.36","2,352.94","2,361.13","2,361.13","3,107,670,000"
1069,"Mar 28, 2017","2,339.79","2,363.78","2,337.63","2,358.57","2,358.57","3,369,120,000"
1070,"Mar 27, 2017","2,329.11","2,344.90","2,322.25","2,341.59","2,341.59","3,242,300,000"
1071,"Mar 24, 2017","2,350.42","2,356.22","2,335.74","2,343.98","2,343.98","2,978,530,000"
1072,"Mar 23, 2017","2,345.97","2,358.92","2,342.13","2,345.96","2,345.96","3,262,400,000"
1073,"Mar 22, 2017","2,343.00","2,351.81","2,336.45","2,348.45","2,348.45","3,575,160,000"
1074,"Mar 21, 2017","2,379.32","2,381.93","2,341.90","2,344.02","2,344.02","4,278,890,000"
1075,"Mar 20, 2017","2,378.24","2,379.55","2,369.66","2,373.47","2,373.47","3,061,560,000"
1076,"Mar 17, 2017","2,383.71","2,385.71","2,377.64","2,378.25","2,378.25","5,179,820,000"
1077,"Mar 16, 2017","2,387.71","2,388.10","2,377.18","2,381.38","2,381.38","3,368,880,000"
1078,"Mar 15, 2017","2,370.34","2,390.01","2,368.94","2,385.26","2,385.26","3,909,490,000"
1079,"Mar 14, 2017","2,368.55","2,368.55","2,358.18","2,365.45","2,365.45","3,173,760,000"
1080,"Mar 13, 2017","2,371.56","2,374.42","2,368.52","2,373.47","2,373.47","3,166,650,000"
1081,"Mar 10, 2017","2,372.52","2,376.86","2,363.04","2,372.60","2,372.60","3,434,400,000"
1082,"Mar 09, 2017","2,363.49","2,369.08","2,354.54","2,364.87","2,364.87","3,718,450,000"
1083,"Mar 08, 2017","2,369.81","2,373.09","2,361.01","2,362.98","2,362.98","3,814,080,000"
1084,"Mar 07, 2017","2,370.74","2,375.12","2,365.51","2,368.39","2,368.39","3,526,300,000"
1085,"Mar 06, 2017","2,375.23","2,378.80","2,367.98","2,375.31","2,375.31","3,251,800,000"
1086,"Mar 03, 2017","2,380.92","2,383.89","2,375.39","2,383.12","2,383.12","3,556,670,000"
1087,"Mar 02, 2017","2,394.75","2,394.75","2,380.17","2,381.92","2,381.92","3,824,030,000"
1088,"Mar 01, 2017","2,380.13","2,400.98","2,380.13","2,395.96","2,395.96","4,347,630,000"
1089,"Feb 28, 2017","2,366.08","2,367.79","2,358.96","2,363.64","2,363.64","4,212,460,000"
1090,"Feb 27, 2017","2,365.23","2,371.54","2,361.87","2,369.75","2,369.75","3,584,680,000"
1091,"Feb 24, 2017","2,355.73","2,367.34","2,352.87","2,367.34","2,367.34","3,832,410,000"
1092,"Feb 23, 2017","2,367.50","2,368.26","2,355.09","2,363.81","2,363.81","4,021,770,000"
1093,"Feb 22, 2017","2,361.11","2,365.13","2,358.34","2,362.82","2,362.82","3,473,170,000"
1094,"Feb 21, 2017","2,354.91","2,366.71","2,354.91","2,365.38","2,365.38","3,587,520,000"
1095,"Feb 17, 2017","2,343.01","2,351.16","2,339.58","2,351.16","2,351.16","3,516,830,000"
1096,"Feb 16, 2017","2,349.64","2,351.31","2,338.87","2,347.22","2,347.22","3,675,900,000"
1097,"Feb 15, 2017","2,335.58","2,351.30","2,334.81","2,349.25","2,349.25","3,785,870,000"
1098,"Feb 14, 2017","2,326.12","2,337.58","2,322.17","2,337.58","2,337.58","3,528,040,000"
1099,"Feb 13, 2017","2,321.72","2,331.58","2,321.42","2,328.25","2,328.25","3,352,370,000"
1100,"Feb 10, 2017","2,312.27","2,319.23","2,311.10","2,316.10","2,316.10","3,496,600,000"
1101,"Feb 09, 2017","2,296.70","2,311.08","2,296.61","2,307.87","2,307.87","3,681,600,000"
1102,"Feb 08, 2017","2,289.55","2,295.91","2,285.38","2,294.67","2,294.67","3,611,950,000"
1103,"Feb 07, 2017","2,295.87","2,299.40","2,290.16","2,293.08","2,293.08","3,452,460,000"
1104,"Feb 06, 2017","2,294.28","2,296.18","2,288.57","2,292.56","2,292.56","3,112,390,000"
1105,"Feb 03, 2017","2,288.54","2,298.31","2,287.88","2,297.42","2,297.42","3,605,970,000"
1106,"Feb 02, 2017","2,276.69","2,283.97","2,271.65","2,280.85","2,280.85","3,809,760,000"
1107,"Feb 01, 2017","2,285.59","2,289.14","2,272.44","2,279.55","2,279.55","3,919,190,000"
1108,"Jan 31, 2017","2,274.02","2,279.09","2,267.21","2,278.87","2,278.87","4,089,730,000"
1109,"Jan 30, 2017","2,286.01","2,286.01","2,268.04","2,280.90","2,280.90","3,595,040,000"
1110,"Jan 27, 2017","2,299.02","2,299.02","2,291.62","2,294.69","2,294.69","3,137,420,000"
1111,"Jan 26, 2017","2,298.63","2,300.99","2,294.08","2,296.68","2,296.68","3,611,510,000"
1112,"Jan 25, 2017","2,288.88","2,299.55","2,288.88","2,298.37","2,298.37","3,849,340,000"
1113,"Jan 24, 2017","2,267.88","2,284.63","2,266.68","2,280.07","2,280.07","3,816,950,000"
1114,"Jan 23, 2017","2,267.78","2,271.78","2,257.02","2,265.20","2,265.20","3,155,240,000"
1115,"Jan 20, 2017","2,269.96","2,276.96","2,265.01","2,271.31","2,271.31","3,536,850,000"
1116,"Jan 19, 2017","2,271.90","2,274.33","2,258.41","2,263.69","2,263.69","3,168,390,000"
1117,"Jan 18, 2017","2,269.14","2,272.01","2,263.35","2,271.89","2,271.89","3,317,670,000"
1118,"Jan 17, 2017","2,269.14","2,272.08","2,262.81","2,267.89","2,267.89","3,586,950,000"
1119,"Jan 13, 2017","2,272.74","2,278.68","2,271.51","2,274.64","2,274.64","3,090,680,000"
1120,"Jan 12, 2017","2,271.14","2,271.78","2,254.25","2,270.44","2,270.44","3,466,220,000"
1121,"Jan 11, 2017","2,268.60","2,275.32","2,260.83","2,275.32","2,275.32","3,625,080,000"
1122,"Jan 10, 2017","2,269.72","2,279.27","2,265.27","2,268.90","2,268.90","3,640,560,000"
1123,"Jan 09, 2017","2,273.59","2,275.49","2,268.90","2,268.90","2,268.90","3,219,730,000"
1124,"Jan 06, 2017","2,271.14","2,282.10","2,264.06","2,276.98","2,276.98","3,342,080,000"
1125,"Jan 05, 2017","2,268.18","2,271.50","2,260.45","2,269.00","2,269.00","3,785,080,000"
1126,"Jan 04, 2017","2,261.60","2,272.82","2,261.60","2,270.75","2,270.75","3,768,890,000"
1127,"Jan 03, 2017","2,251.57","2,263.88","2,245.13","2,257.83","2,257.83","3,773,010,000"
1128,"Dec 30, 2016","2,251.61","2,253.58","2,233.62","2,238.83","2,238.83","2,671,550,000"
1129,"Dec 29, 2016","2,249.50","2,254.51","2,244.56","2,249.26","2,249.26","2,338,700,000"
1130,"Dec 28, 2016","2,270.23","2,271.31","2,249.11","2,249.92","2,249.92","2,402,750,000"
1131,"Dec 27, 2016","2,266.23","2,273.82","2,266.15","2,268.88","2,268.88","1,989,730,000"
1132,"Dec 23, 2016","2,260.25","2,263.79","2,258.84","2,263.79","2,263.79","2,021,230,000"
1133,"Dec 22, 2016","2,262.93","2,263.18","2,256.08","2,260.96","2,260.96","2,880,670,000"
1134,"Dec 21, 2016","2,270.54","2,271.23","2,265.15","2,265.18","2,265.18","2,854,880,000"
1135,"Dec 20, 2016","2,266.50","2,272.56","2,266.14","2,270.76","2,270.76","3,306,250,000"
1136,"Dec 19, 2016","2,259.24","2,267.47","2,258.21","2,262.53","2,262.53","3,252,840,000"
1137,"Dec 16, 2016","2,266.81","2,268.05","2,254.24","2,258.07","2,258.07","5,928,980,000"
1138,"Dec 15, 2016","2,253.77","2,272.12","2,253.77","2,262.03","2,262.03","4,173,360,000"
1139,"Dec 14, 2016","2,268.35","2,276.20","2,248.44","2,253.28","2,253.28","4,409,670,000"
1140,"Dec 13, 2016","2,263.32","2,277.53","2,263.32","2,271.72","2,271.72","3,875,630,000"
1141,"Dec 12, 2016","2,258.83","2,264.03","2,252.37","2,256.96","2,256.96","4,038,850,000"
1142,"Dec 09, 2016","2,249.73","2,259.80","2,249.23","2,259.53","2,259.53","3,886,460,000"
1143,"Dec 08, 2016","2,241.13","2,251.69","2,237.57","2,246.19","2,246.19","4,203,270,000"
1144,"Dec 07, 2016","2,210.72","2,241.63","2,208.93","2,241.35","2,241.35","4,504,070,000"
1145,"Dec 06, 2016","2,207.26","2,212.78","2,202.21","2,212.23","2,212.23","3,857,290,000"
1146,"Dec 05, 2016","2,200.65","2,209.42","2,199.97","2,204.71","2,204.71","3,898,530,000"
1147,"Dec 02, 2016","2,191.12","2,197.95","2,188.37","2,191.95","2,191.95","3,782,370,000"
1148,"Dec 01, 2016","2,200.17","2,202.60","2,187.44","2,191.08","2,191.08","5,067,470,000"
1149,"Nov 30, 2016","2,204.97","2,214.10","2,198.81","2,198.81","2,198.81","5,538,400,000"
1150,"Nov 29, 2016","2,200.76","2,210.46","2,198.15","2,204.66","2,204.66","3,709,190,000"
1151,"Nov 28, 2016","2,210.21","2,211.14","2,200.36","2,201.72","2,201.72","3,515,100,000"
1152,"Nov 25, 2016","2,206.27","2,213.35","2,206.27","2,213.35","2,213.35","1,584,590,000"
1153,"Nov 23, 2016","2,198.55","2,204.72","2,194.51","2,204.72","2,204.72","3,419,850,000"
1154,"Nov 22, 2016","2,201.56","2,204.80","2,194.51","2,202.94","2,202.94","3,960,520,000"
1155,"Nov 21, 2016","2,186.43","2,198.70","2,186.43","2,198.18","2,198.18","3,611,500,000"
1156,"Nov 18, 2016","2,186.85","2,189.89","2,180.38","2,181.90","2,181.90","3,580,900,000"
1157,"Nov 17, 2016","2,178.61","2,188.06","2,176.65","2,187.12","2,187.12","3,811,730,000"
1158,"Nov 16, 2016","2,177.53","2,179.22","2,172.20","2,176.94","2,176.94","3,847,900,000"
1159,"Nov 15, 2016","2,168.29","2,180.84","2,166.38","2,180.39","2,180.39","4,548,110,000"
1160,"Nov 14, 2016","2,165.64","2,171.36","2,156.08","2,164.20","2,164.20","5,373,670,000"
1161,"Nov 11, 2016","2,162.71","2,165.92","2,152.49","2,164.45","2,164.45","4,993,990,000"
1162,"Nov 10, 2016","2,167.49","2,182.30","2,151.17","2,167.48","2,167.48","6,458,450,000"
1163,"Nov 09, 2016","2,131.56","2,170.10","2,125.35","2,163.26","2,163.26","6,267,590,000"
1164,"Nov 08, 2016","2,129.92","2,146.87","2,123.56","2,139.56","2,139.56","3,921,850,000"
1165,"Nov 07, 2016","2,100.59","2,132.00","2,100.59","2,131.52","2,131.52","3,739,720,000"
1166,"Nov 04, 2016","2,083.79","2,099.07","2,083.79","2,085.18","2,085.18","3,841,910,000"
1167,"Nov 03, 2016","2,098.80","2,102.56","2,085.23","2,088.66","2,088.66","3,892,100,000"
1168,"Nov 02, 2016","2,109.43","2,111.76","2,094.00","2,097.94","2,097.94","4,289,120,000"
1169,"Nov 01, 2016","2,128.68","2,131.45","2,097.85","2,111.72","2,111.72","4,539,190,000"
1170,"Oct 31, 2016","2,129.78","2,133.25","2,125.53","2,126.15","2,126.15","3,926,560,000"
1171,"Oct 28, 2016","2,132.23","2,140.72","2,119.36","2,126.41","2,126.41","4,028,270,000"
1172,"Oct 27, 2016","2,144.06","2,147.13","2,132.52","2,133.04","2,133.04","4,209,400,000"
1173,"Oct 26, 2016","2,136.97","2,145.73","2,131.59","2,139.43","2,139.43","3,778,120,000"
1174,"Oct 25, 2016","2,149.72","2,151.44","2,141.93","2,143.16","2,143.16","3,756,200,000"
1175,"Oct 24, 2016","2,148.50","2,154.79","2,146.91","2,151.33","2,151.33","3,359,950,000"
1176,"Oct 21, 2016","2,139.43","2,142.63","2,130.09","2,141.16","2,141.16","3,456,390,000"
1177,"Oct 20, 2016","2,142.51","2,147.18","2,133.44","2,141.34","2,141.34","3,339,320,000"
1178,"Oct 19, 2016","2,140.81","2,148.44","2,138.15","2,144.29","2,144.29","3,364,990,000"
1179,"Oct 18, 2016","2,138.31","2,144.38","2,135.49","2,139.60","2,139.60","3,172,940,000"
1180,"Oct 17, 2016","2,132.95","2,135.61","2,124.43","2,126.50","2,126.50","2,832,440,000"
1181,"Oct 14, 2016","2,139.68","2,149.19","2,132.98","2,132.98","2,132.98","3,187,910,000"
1182,"Oct 13, 2016","2,130.26","2,138.19","2,114.72","2,132.55","2,132.55","3,538,030,000"
1183,"Oct 12, 2016","2,137.67","2,145.36","2,132.77","2,139.18","2,139.18","2,959,510,000"
1184,"Oct 11, 2016","2,161.35","2,161.56","2,128.84","2,136.73","2,136.73","3,393,060,000"
1185,"Oct 10, 2016","2,160.39","2,169.60","2,160.39","2,163.66","2,163.66","2,881,970,000"
1186,"Oct 07, 2016","2,164.19","2,165.86","2,144.85","2,153.74","2,153.74","3,578,770,000"
1187,"Oct 06, 2016","2,158.22","2,162.93","2,150.28","2,160.77","2,160.77","3,438,040,000"
1188,"Oct 05, 2016","2,155.15","2,163.95","2,155.15","2,159.73","2,159.73","3,883,710,000"
1189,"Oct 04, 2016","2,163.37","2,165.46","2,144.01","2,150.49","2,150.49","3,716,100,000"
1190,"Oct 03, 2016","2,164.33","2,164.41","2,154.77","2,161.20","2,161.20","3,113,850,000"
1191,"Sep 30, 2016","2,156.51","2,175.30","2,156.51","2,168.27","2,168.27","4,158,800,000"
1192,"Sep 29, 2016","2,168.90","2,172.67","2,145.20","2,151.13","2,151.13","4,215,620,000"
1193,"Sep 28, 2016","2,161.85","2,172.40","2,151.79","2,171.37","2,171.37","3,860,390,000"
1194,"Sep 27, 2016","2,146.04","2,161.13","2,141.55","2,159.93","2,159.93","3,414,090,000"
1195,"Sep 26, 2016","2,158.54","2,158.54","2,145.04","2,146.10","2,146.10","3,199,910,000"
1196,"Sep 23, 2016","2,173.29","2,173.75","2,163.97","2,164.69","2,164.69","3,289,860,000"
1197,"Sep 22, 2016","2,170.94","2,179.99","2,170.94","2,177.18","2,177.18","3,523,860,000"
1198,"Sep 21, 2016","2,144.58","2,165.11","2,139.57","2,163.12","2,163.12","3,685,450,000"
1199,"Sep 20, 2016","2,145.94","2,150.80","2,139.17","2,139.76","2,139.76","3,117,380,000"
1200,"Sep 19, 2016","2,143.99","2,153.61","2,135.91","2,139.12","2,139.12","3,141,820,000"
